EDAD_V,NIV,INGRESO,SEXO,REGION
51,3,600,1,5
41,3,2000,2,1
52,2,2000,1,3
33,6,3000,1,1
32,8,2000,2,3
39,3,2500,1,3
74,3,,1,5
45,2,,2,3
50,8,20000,2,4
40,8,4000,2,4
51,6,9000,1,1
44,3,1500,1,2
52,3,600,2,5
56,3,1800,1,3
54,3,,1,4
20,3,800,1,2
66,2,,2,1
18,6,,2,6
20,6,,2,5
49,6,6000,2,5
66,2,,2,3
40,6,6000,1,4
20,8,2000,1,1
18,6,1200,1,6
69,2,,2,1
72,2,,2,2
31,8,2200,2,6
20,8,1200,2,6
51,8,25000,1,3
67,2,600,2,5
22,6,2300,2,6
79,5,,2,3
56,3,1200,2,3
51,2,1200,2,2
46,8,2000,1,6
44,8,11000,2,4
44,2,1800,1,1
57,3,,1,5
35,8,25000,1,2
18,6,700,1,3
38,7,5000,2,4
64,5,,2,2
58,8,,2,3
35,3,,2,1
34,6,15000,1,4
60,2,6000,1,3
40,8,3000,2,5
22,6,2200,1,1
58,6,,2,2
24,6,,1,1
30,6,26000,1,3
49,10,25000,2,3
20,6,1500,1,5
23,8,9000,2,3
82,3,,1,5
31,6,300,2,3
51,3,,2,2
66,8,,2,4
36,6,2500,2,1
27,2,2000,1,3
22,8,,1,2
23,8,0,2,5
55,2,,2,3
53,2,,2,6
38,6,2500,1,3
66,0,,2,2
43,8,6500,2,2
64,2,,2,6
59,2,500,2,6
84,3,,2,5
48,3,2000,2,3
63,3,4000,2,5
73,2,1600,1,1
54,2,2500,1,1
29,8,23000,1,4
80,0,1500,1,4
40,3,,2,3
30,6,2000,1,5
38,7,2000,1,2
45,10,12000,2,3
26,6,2000,1,5
85,5,,2,4
23,3,400,2,6
22,6,1000,1,5
52,10,10000,1,1
21,6,2300,1,6
47,6,4800,2,2
28,3,500,1,5
53,2,2000,1,2
29,6,,2,1
37,3,,1,2
26,8,3000,1,5
73,3,1000,1,5
30,3,500,2,3
18,2,1000,1,6
35,7,6500,1,6
32,3,2200,2,1
58,3,10000,2,1
56,2,2000,1,6
21,6,1400,2,1
45,2,1200,1,5
29,8,8000,1,5
28,3,2000,2,1
34,3,2400,1,1
54,8,8500,1,6
50,3,2000,2,3
61,2,,1,2
36,2,,2,3
50,5,900,2,1
51,6,,2,4
67,3,,2,2
49,3,2500,1,5
34,6,4000,2,4
23,3,3500,1,3
74,8,10000,1,3
37,6,3000,2,5
36,2,1100,1,2
43,10,10000,2,3
34,3,2200,2,1
42,2,1700,1,5
64,2,,2,6
61,2,,2,6
54,8,2000,1,2
79,0,500,1,6
57,3,800,2,1
45,8,12000,1,6
20,8,,1,4
64,8,13000,1,6
45,0,1000,1,6
34,8,20000,1,4
19,8,,1,3
54,6,6500,2,4
46,2,2800,1,5
54,2,2000,1,5
47,10,,1,2
39,10,8000,1,3
31,8,,1,4
67,2,,2,2
32,6,2500,2,5
31,3,3000,1,6
68,0,,2,6
52,2,3000,1,2
23,8,,2,1
64,8,,1,6
38,8,500,2,5
80,2,,2,1
32,6,700,1,6
62,5,24700,2,3
48,8,2000,2,3
53,0,1800,1,5
84,2,,1,5
28,8,7000,2,5
23,8,3000,2,3
44,10,7000,1,6
55,3,1600,2,6
45,3,9000,2,3
39,10,42000,1,2
37,3,5000,1,1
46,10,9569,2,6
54,3,300,2,1
41,8,15000,1,5
33,3,2800,1,1
24,6,6500,2,4
27,3,1000,2,2
46,8,6000,2,5
38,3,2000,1,5
75,6,,1,3
30,3,1200,1,6
44,3,3000,1,3
30,8,,2,5
44,6,12000,1,5
44,8,12000,1,5
26,6,2700,1,2
30,3,3000,1,6
56,3,250,1,2
24,3,300,2,6
35,6,4500,2,3
37,8,,2,3
48,3,2400,2,3
26,3,,2,3
68,2,,2,1
68,2,,1,6
59,6,1500,1,2
54,2,1000,1,5
43,6,150,2,2
38,2,1800,1,5
31,8,5000,2,2
30,2,,2,6
30,3,3300,2,1
61,3,,1,2
51,9,25000,1,4
48,3,5000,1,3
28,8,13000,2,6
26,2,1800,1,5
51,6,500,2,2
53,7,5000,1,5
42,2,,2,6
41,6,2000,2,2
77,0,,1,2
29,6,8000,1,1
85,5,,2,5
52,0,1200,2,3
31,3,1600,2,3
50,3,,2,3
29,8,4500,2,6
67,2,4500,1,2
24,3,,2,2
39,8,,1,2
72,2,,2,1
39,8,25000,2,1
39,0,2200,1,5
55,10,,2,5
55,3,1500,2,3
19,2,700,2,1
72,2,,2,1
36,6,15000,1,4
62,8,,2,1
45,8,8000,2,6
32,6,800,2,6
40,8,,1,3
30,3,,2,5
39,8,2500,2,5
54,3,2500,2,2
62,3,,2,5
66,2,500,1,3
37,3,600,2,1
58,6,7500,1,5
52,3,,2,1
60,3,0,2,2
24,6,2800,1,2
65,4,,2,4
44,6,10000,2,4
64,8,10000,1,5
24,8,27000,2,3
47,8,,2,2
76,2,235,1,2
38,6,10000,1,1
88,0,,2,4
53,3,2000,1,6
44,6,3500,1,2
46,2,2200,2,1
33,3,2800,1,2
57,0,,2,3
53,3,1800,1,5
35,3,,2,3
64,6,2500,1,3
49,2,2000,1,5
36,8,1800,2,1
69,2,600,1,4
48,2,2000,1,3
26,8,7000,1,2
44,10,40000,2,4
29,8,12000,1,1
33,6,1600,2,2
38,8,4000,1,2
51,3,,2,5
18,3,1500,2,1
37,8,12000,2,1
42,2,,1,3
51,3,,2,2
61,3,,2,2
69,2,1500,2,6
52,2,,2,6
26,2,8000,1,6
52,7,3900,2,2
40,3,2600,1,1
59,2,,2,5
25,6,2000,2,5
29,3,2000,1,6
23,6,,1,6
22,3,900,2,5
60,2,,2,6
27,8,3000,1,2
57,3,2600,1,1
65,3,9000,1,5
37,3,4200,1,2
55,2,380,2,1
34,6,5000,1,3
78,6,,2,1
62,0,,1,6
53,6,1800,1,6
27,3,1500,2,2
65,2,250,1,4
46,8,35000,1,1
39,3,1500,2,5
24,8,2000,1,2
58,2,10000,1,4
64,0,,2,6
41,2,2800,1,2
22,6,1200,1,5
67,2,600,1,3
41,3,3000,1,2
42,2,2000,1,3
71,2,,2,5
51,2,5000,1,1
36,3,1500,2,2
46,2,,1,3
48,2,1250,2,5
30,3,10000,2,1
52,2,,2,5
49,6,,2,3
35,6,8000,2,6
34,2,,2,1
58,6,2500,1,5
91,2,,2,3
23,8,14000,2,4
69,8,,1,4
45,2,,2,6
22,6,2500,2,6
32,3,,2,5
23,8,15000,1,2
25,3,1800,2,2
45,2,3700,1,3
65,3,,1,5
44,6,4000,1,1
77,2,1500,1,1
54,3,1000,1,6
55,2,,2,3
42,6,10000,1,4
45,6,,2,1
61,10,11000,1,1
62,2,6000,2,4
52,2,,2,2
19,6,,2,2
65,0,,2,5
58,6,1500,2,1
64,5,,2,2
40,6,5000,2,3
75,2,,2,3
36,3,1200,2,2
62,6,,1,5
46,3,1800,1,1
44,8,,2,2
41,3,750,2,6
70,8,3000,2,1
21,6,1800,2,1
31,3,,2,1
34,3,,2,3
20,6,2500,1,3
40,8,25000,1,1
94,2,,2,3
66,3,,2,2
64,2,1000,1,5
70,0,300,2,6
67,3,,2,5
64,11,20000,2,4
54,8,12000,1,4
57,3,600,2,5
46,8,,2,6
57,3,,2,2
58,2,2800,1,6
36,3,7000,2,2
40,6,2800,2,1
26,3,500,1,1
22,6,2200,1,1
40,6,10000,1,2
97,0,,2,3
49,8,12000,2,1
76,10,50000,1,3
31,8,25,1,2
35,8,9500,1,6
33,3,2500,1,2
28,3,1000,2,2
69,5,,2,1
50,2,,2,6
18,3,,1,2
56,3,1800,2,1
50,0,,1,6
82,0,,2,6
25,6,,2,6
49,2,3500,1,2
20,6,,2,5
68,3,,2,5
19,6,6000,1,5
22,6,1500,2,5
21,6,,2,1
73,8,,2,2
38,6,3500,1,6
27,6,2000,2,2
58,7,2000,2,2
34,2,30000,1,3
46,6,10000,1,4
70,3,,2,2
38,6,14000,1,3
35,2,700,2,5
59,8,600,2,5
84,3,,1,3
60,3,,1,3
56,8,11000,2,1
45,2,,2,5
54,3,2500,1,2
64,3,1000,1,5
73,3,,1,2
66,2,,1,5
38,0,900,1,6
28,8,4300,1,4
29,3,,2,6
26,2,1700,1,6
18,6,,1,3
42,8,12000,1,6
50,8,60000,1,3
38,6,,2,3
42,6,3500,1,1
49,8,6000,1,2
59,3,,2,1
61,2,1800,2,3
91,3,,1,2
52,7,10000,1,5
50,7,3500,1,2
24,3,,2,5
79,0,,2,6
23,6,3000,1,2
40,8,4000,2,2
52,3,0,1,6
25,6,1500,2,1
32,6,,2,1
57,2,1500,1,5
60,2,,2,1
38,10,11000,1,4
33,8,5000,2,3
54,3,,1,6
20,6,1500,1,3
49,3,1500,2,1
87,0,100,2,5
62,3,7000,1,5
55,8,2500,2,2
77,3,,1,2
25,8,1780,2,6
71,2,750,1,5
19,7,,1,4
48,3,12000,1,6
30,8,0,2,1
20,3,4000,1,2
59,2,,2,3
37,3,1500,2,5
29,8,3500,1,2
53,3,1750,1,1
35,8,30000,1,2
36,8,,2,4
74,6,,2,3
24,8,9000,1,6
94,0,,2,3
26,0,,2,1
44,2,40000,1,3
78,8,,2,2
53,8,6000,2,2
67,8,,2,4
76,8,,1,2
38,6,2500,2,5
85,2,,1,5
57,2,2500,1,5
33,3,1000,1,6
45,8,4000,2,6
19,3,2000,1,2
54,2,,2,2
20,3,,1,3
63,3,200,1,2
24,6,200,1,2
50,3,200,1,6
49,3,8000,2,3
74,8,,2,5
51,6,14000,2,3
19,6,,2,6
34,6,8400,1,6
59,3,1100,2,5
74,2,,1,4
53,3,,1,3
37,6,2000,2,1
60,2,,1,3
27,8,10000,1,4
40,10,50000,1,5
50,3,,2,2
62,6,,1,2
43,8,10000,1,2
71,3,1700,2,3
62,3,8000,1,3
70,2,500,1,5
47,2,1500,2,3
34,3,1200,2,5
48,3,2500,1,3
50,2,,2,4
43,3,2300,2,2
42,3,,2,1
18,8,,2,5
46,6,25000,1,1
70,3,1500,2,6
41,0,,2,5
55,3,2000,2,1
35,6,2200,2,4
23,6,800,1,3
55,2,2500,1,2
24,2,,2,3
41,7,2000,2,5
65,8,2000,2,5
42,2,1500,1,5
45,9,6000,2,4
38,8,6200,1,1
40,3,2000,1,5
40,3,1800,2,3
52,3,2000,1,3
62,2,1000,1,2
33,3,3500,1,3
32,6,,2,6
25,3,400,2,5
55,2,1000,2,6
56,3,,2,2
18,6,,2,6
64,6,,1,1
45,3,1800,1,1
62,3,,1,3
52,5,,2,5
55,2,2000,1,3
26,6,2500,2,6
34,6,7000,1,1
28,3,,2,1
30,3,1500,1,1
24,3,,2,6
63,0,,1,6
33,2,,2,5
38,9,25000,1,4
28,3,3500,1,2
22,3,,1,3
43,6,,1,2
44,6,3500,1,1
61,6,3000,1,1
47,3,,2,1
43,10,800,2,5
43,0,200,1,1
42,2,,1,6
26,8,12000,2,4
47,0,1000,1,5
32,6,1800,1,6
54,6,,1,4
52,3,3500,1,3
48,3,3000,1,5
38,2,1250,2,5
51,8,14000,2,1
37,8,2000,2,1
69,2,,2,3
62,3,,1,3
47,3,3200,2,1
54,3,,2,5
55,6,15000,1,6
46,8,650,2,5
60,2,,1,5
25,8,300,2,5
50,8,,1,6
30,6,600,2,3
43,8,1000,2,2
30,6,1000,2,5
41,3,1200,1,6
19,6,1000,1,5
26,7,11000,1,3
65,0,700,1,6
27,8,,2,4
53,0,12000,1,6
82,2,,1,5
44,3,,2,3
83,0,,1,6
62,3,,2,2
67,6,,2,1
44,3,1250,1,5
58,7,5000,2,5
40,3,1500,1,2
26,8,,2,3
24,6,1900,2,2
71,2,,2,6
33,8,3000,1,1
27,6,,1,2
71,2,,2,5
60,2,600,2,6
31,3,,1,6
61,3,500,1,4
51,3,20000,1,1
33,3,3000,2,1
44,3,,2,3
37,3,350,2,6
58,10,25000,1,4
38,8,11000,1,6
25,6,2100,2,3
73,2,,1,5
20,8,5000,2,3
47,3,,2,6
40,3,2000,1,1
58,2,1800,1,6
34,6,5000,1,3
48,8,,1,5
18,6,1500,2,1
73,0,,2,6
48,8,,2,5
30,3,1200,2,2
73,2,1780,2,3
28,6,1800,2,6
20,3,3500,1,2
68,3,3000,1,3
57,6,18000,1,2
18,8,1200,2,5
37,3,,2,3
31,3,3600,1,1
83,0,,2,4
30,8,,2,3
28,6,16000,1,2
30,6,2400,2,2
19,0,0,1,6
24,8,5000,2,6
38,3,750,2,5
47,8,4000,2,2
18,6,1500,1,2
86,0,,2,5
55,2,,2,6
21,6,12000,1,1
18,6,1000,1,2
29,3,1200,1,2
50,2,1200,1,6
70,2,,2,4
38,8,25000,1,5
43,3,1400,2,3
49,2,2000,2,1
74,2,0,1,2
71,2,,1,2
57,6,10000,1,1
32,8,6000,2,5
29,3,1000,2,4
21,6,1500,2,1
39,0,800,2,6
55,2,200,2,5
35,3,2600,2,3
18,8,1000,1,3
60,2,800,1,5
72,8,,2,4
41,2,1600,2,3
36,6,10000,2,1
40,6,,2,2
73,6,,1,4
68,8,,2,6
54,5,1870,2,1
19,6,8000,1,1
51,6,3000,1,6
29,3,,2,6
77,8,,1,5
67,0,,2,6
25,2,6000,2,5
44,3,700,2,2
63,2,2000,1,2
56,3,,2,2
49,3,8000,1,6
27,8,,2,5
40,3,3000,2,2
19,2,1500,1,5
20,3,3000,1,3
75,2,,2,2
44,3,,2,5
22,3,1200,1,5
51,3,3000,1,5
25,3,2000,2,2
52,8,30000,1,6
18,6,,1,1
80,7,,2,2
48,10,10000,1,3
46,8,4000,2,5
30,8,2000,2,2
27,8,6000,1,1
27,6,11000,1,6
63,2,,2,3
48,2,1500,2,3
54,8,3500,1,2
53,3,,1,2
61,3,,2,6
56,2,2500,1,3
38,3,,2,6
31,8,10000,2,6
36,3,3300,1,2
70,0,,2,1
60,6,1500,1,3
47,8,4000,2,2
74,0,,1,2
40,3,800,2,6
44,8,3500,2,1
46,3,900,2,3
57,6,1000,2,6
45,2,1800,1,6
20,2,,2,5
67,6,,1,3
68,3,,1,1
31,8,20000,1,2
31,8,8000,1,3
38,8,,2,2
62,3,4200,1,1
75,2,,1,3
34,8,,2,2
25,8,3000,2,2
23,8,3000,1,5
21,8,1200,1,1
37,3,1500,1,6
41,2,4500,1,1
50,2,1500,2,5
18,7,,1,6
59,2,1800,1,3
41,3,6000,2,5
56,6,20000,1,5
54,6,,2,5
35,6,7000,1,6
23,6,2300,2,2
62,2,1250,2,6
24,6,5000,1,6
24,8,4000,2,2
28,7,2000,2,5
87,2,,1,5
39,3,,1,1
50,6,,2,5
56,3,500,2,6
51,5,,2,2
33,3,2800,2,1
34,3,6000,1,1
32,8,20000,2,2
67,2,,2,1
26,3,,2,6
35,7,15600,1,3
50,8,60000,1,1
51,3,1500,2,2
46,3,1700,2,5
31,6,,2,3
51,3,4800,1,6
65,2,,2,4
37,2,2600,1,2
69,8,22000,1,1
89,0,,2,2
35,0,,2,5
18,3,,2,3
24,8,6000,1,1
55,3,,2,3
48,2,800,1,6
66,8,500,2,2
37,8,30000,2,2
59,2,14000,1,5
39,8,18000,1,1
82,2,,2,5
59,3,1000,1,5
34,7,4000,2,6
24,6,,2,1
51,3,,2,6
40,3,900,2,5
45,7,,1,3
53,3,4000,1,2
43,3,3000,1,6
23,8,,2,5
80,0,,2,6
24,8,2000,1,1
46,2,200,2,6
50,3,300,2,5
60,2,1500,2,1
36,3,,2,5
38,3,10000,2,1
31,3,1500,2,1
18,8,,1,3
62,8,4000,2,2
28,2,1000,1,6
44,3,400,1,1
51,2,1000,1,5
21,8,5500,2,2
25,6,,2,5
67,9,,1,3
37,8,30000,2,2
42,3,,2,6
26,8,2500,1,2
64,2,300,1,6
32,3,2000,1,1
19,8,,2,5
86,0,,2,5
38,6,4200,1,1
22,8,2000,2,1
40,8,10000,1,1
83,2,,2,5
42,8,2000,1,6
36,3,,2,6
21,6,,2,3
27,3,1800,1,3
38,6,2000,1,1
66,3,4300,1,1
20,8,2000,2,1
48,2,,2,3
56,7,,2,5
20,8,,2,3
78,2,0,1,2
47,2,,2,1
44,8,16000,2,1
21,8,4000,2,3
39,8,2250,1,6
60,0,300,2,6
47,3,2100,2,1
90,2,,2,5
78,2,,1,1
26,8,10000,1,1
49,3,2300,1,1
34,3,1000,2,3
38,6,4000,1,3
53,3,10000,2,4
39,9,0,1,2
50,6,1500,1,3
31,8,4500,1,2
40,2,1000,2,3
46,2,,2,5
61,8,,2,1
66,2,,2,1
37,3,7000,2,1
42,8,,2,5
69,6,400,1,2
65,3,1300,2,5
30,8,1200,1,6
43,8,1800,2,5
42,2,,2,2
22,6,16000,1,5
44,3,8000,1,5
24,7,3800,2,3
81,2,,1,2
62,6,10000,1,1
34,3,300,2,3
37,10,9000,1,3
40,8,,2,1
70,2,,2,2
49,2,,2,2
47,3,3000,2,2
29,8,4000,2,2
22,6,1200,2,1
64,2,1200,2,3
19,6,300,2,6
47,3,650,2,5
88,0,,2,1
78,2,500,2,3
23,3,2500,2,4
19,6,,2,1
24,3,3500,1,1
41,3,5000,1,2
29,6,,2,3
45,6,4500,1,4
53,3,,2,4
46,0,2000,1,2
29,5,,2,3
71,3,,1,4
44,8,13000,1,1
52,2,,2,3
36,3,1800,1,5
54,2,,1,6
40,8,20000,2,4
32,2,2500,1,1
49,8,7300,2,5
28,6,2000,1,2
44,3,6000,1,1
50,3,6000,2,6
32,3,13000,2,6
36,3,3000,1,1
45,6,7800,2,1
48,3,5000,1,5
83,0,,2,6
56,3,,2,3
40,6,12000,1,4
53,3,1200,2,3
20,7,,2,5
38,8,9000,1,4
62,2,,2,2
40,8,8000,1,1
54,3,,2,6
45,6,6300,1,2
29,8,14000,1,4
40,3,6000,1,3
45,2,800,2,5
55,3,,2,3
48,3,500,2,1
27,3,,2,3
28,6,1800,2,5
51,2,,2,1
36,3,9000,1,3
52,2,1250,2,5
69,2,,1,5
53,3,500,1,4
49,6,500,2,5
26,8,10000,1,5
20,6,,2,5
56,8,3500,2,5
30,6,1800,1,3
75,2,,2,2
69,0,1000,1,5
51,7,10000,1,1
21,6,,2,5
56,2,900,2,1
52,3,2000,1,1
32,6,5000,1,2
56,2,,2,2
48,8,2500,1,3
35,3,5000,1,6
21,8,,2,3
23,8,,1,3
36,8,2000,2,6
24,3,7000,1,2
44,3,3800,2,3
40,6,,2,2
52,3,12000,1,4
62,2,,2,1
50,3,3400,2,3
20,6,2200,1,5
40,8,1000,1,3
65,3,1000,2,6
34,3,3700,2,2
46,0,1500,1,3
71,6,,2,5
37,8,8000,2,6
62,3,1500,1,1
71,2,,2,5
39,2,2400,1,6
38,6,2800,2,4
70,2,,2,2
32,8,1500,2,3
26,6,3000,2,1
30,3,,2,5
38,3,1500,2,5
69,2,,2,1
19,8,,2,2
37,6,2000,1,5
35,0,1250,2,6
46,2,1500,2,6
24,3,,2,2
28,8,1500,2,5
29,6,1600,1,2
22,6,300,1,4
34,9,10000,1,4
46,10,,2,4
42,3,2000,1,6
83,2,,2,1
58,6,500,2,5
78,0,,2,2
52,6,6000,2,5
34,6,4000,1,2
70,3,,1,3
35,3,400,2,5
54,7,2000,1,5
58,6,7000,1,5
50,8,5000,2,5
19,3,1600,1,5
37,8,4000,2,1
20,6,10000,1,1
33,6,5000,1,3
40,3,,2,2
67,2,,2,3
80,5,,2,2
52,6,,1,2
41,6,,2,6
65,2,6000,1,5
46,8,15000,2,1
61,8,,2,3
69,3,,2,3
84,2,,1,6
37,6,20000,2,3
20,3,1900,1,5
36,6,1500,1,6
34,3,3000,2,1
64,3,9000,1,4
30,2,2000,1,5
72,8,12000,1,2
67,10,,2,3
54,3,,2,5
18,6,,1,6
86,0,,2,3
64,3,,1,1
22,3,3000,1,2
35,8,,2,1
60,6,12000,1,2
40,8,19000,1,4
34,8,,1,4
58,3,1500,1,5
62,8,5000,1,2
75,2,,1,3
20,6,2500,1,2
54,2,,2,2
70,3,,2,4
62,2,,2,5
29,2,1000,1,3
45,5,6000,1,5
23,6,2000,2,3
55,2,300,1,6
44,3,0,2,2
70,6,1000,1,6
63,6,,2,4
31,8,15000,1,1
87,2,4000,1,3
31,8,1000,2,5
35,8,12000,1,3
69,2,,2,6
42,3,,2,3
43,3,1500,2,5
41,2,3000,1,5
20,8,0,2,6
55,2,900,1,5
39,3,,2,5
56,6,14000,1,5
37,8,20000,1,3
34,3,,2,6
25,3,,1,3
45,3,,2,1
62,3,300,2,3
51,3,1500,1,1
57,3,,2,4
47,2,1800,1,1
27,3,,2,2
64,3,700,2,1
19,6,2000,2,5
32,6,10000,1,2
55,3,2300,1,2
33,6,6000,1,3
34,8,,2,1
66,3,,2,6
25,3,,2,5
38,2,,2,3
39,6,4000,1,2
21,3,,2,3
49,6,9000,2,5
65,2,15,2,4
35,6,20000,1,2
29,6,12500,1,3
51,3,,2,3
36,3,1000,1,6
22,6,800,1,5
36,2,1200,2,5
68,8,250,2,2
23,3,,2,3
55,2,300,1,5
21,2,2000,2,6
63,2,2000,2,1
36,3,,2,2
42,10,3000,2,5
37,7,15000,2,3
57,3,1050,2,4
54,7,,2,1
59,6,8000,2,1
45,3,,2,1
42,3,2800,1,3
49,3,,2,1
61,8,,2,2
41,3,6500,1,1
54,3,,2,1
66,8,48000,1,5
38,6,12000,1,4
37,6,1200,2,6
32,3,,2,6
54,2,,2,6
76,11,27000,1,1
39,6,600,2,3
24,2,,2,3
56,1,1500,1,6
27,8,,1,6
76,2,,2,1
28,6,3700,2,3
61,8,,2,3
34,8,16000,1,4
39,3,2000,1,2
37,8,40000,1,3
47,3,1500,2,3
31,6,1300,2,5
21,8,,2,5
36,6,3500,1,1
23,6,,2,2
25,3,1800,2,3
57,3,1000,1,6
22,8,,2,5
29,7,9000,1,3
48,2,,2,6
45,0,,2,6
31,10,17000,1,5
19,6,6800,1,6
38,8,2800,1,5
59,2,700,2,6
50,2,1900,2,1
74,2,,2,1
76,0,,2,6
32,3,,2,6
80,3,,2,5
57,7,1300,2,5
46,5,5000,2,6
18,6,,2,2
43,2,1200,2,1
69,2,,2,5
23,6,2000,1,5
37,2,1800,2,3
45,2,1200,2,5
37,8,10000,2,3
59,6,1200,1,5
61,2,1400,2,1
47,6,3000,1,6
74,4,,2,2
84,0,,2,3
25,6,,2,1
37,8,12000,2,4
28,6,,2,2
50,6,,1,4
28,3,6000,2,6
45,8,2000,2,5
26,6,6000,1,3
22,8,1500,1,2
35,8,5000,2,3
76,2,,2,3
62,0,,2,5
46,3,2500,2,2
30,8,,2,1
38,8,2000,2,2
35,6,15000,1,1
47,6,3500,2,6
23,8,,2,2
54,5,30000,1,3
45,8,50000,1,3
63,2,1000,2,5
49,3,,2,5
65,2,,2,3
49,10,15000,1,3
35,6,2000,1,5
69,0,,2,2
77,8,,1,6
48,6,15000,2,6
70,11,,1,2
39,3,,2,5
88,2,,1,6
49,3,1200,1,6
38,6,,2,6
52,3,1800,1,1
32,3,1050,2,6
35,8,10000,1,4
25,8,7000,2,1
64,6,,2,4
29,8,800,2,1
36,3,1000,2,5
19,2,6300,1,5
79,3,,1,3
36,3,2200,1,2
50,3,3100,1,2
33,3,400,2,2
47,8,10000,1,6
49,6,1400,2,5
47,3,,2,6
22,8,,1,6
50,3,1800,1,6
30,8,,2,3
21,8,,2,6
49,3,,1,2
33,3,3000,2,3
50,8,2000,2,5
57,3,4000,1,6
41,3,1800,2,2
29,8,2500,1,3
42,8,500,2,1
33,8,20000,1,3
51,6,2000,2,6
21,6,,2,6
48,2,750,1,6
76,2,,2,6
32,3,2000,2,3
62,2,500,2,5
44,3,1800,2,5
19,8,,2,1
35,3,3300,1,5
41,6,,2,1
32,3,1500,1,3
28,7,7500,1,2
39,10,,2,2
18,6,2000,1,1
61,2,250,2,3
24,3,1500,1,6
37,6,7000,2,2
57,2,3000,2,1
67,2,,2,5
32,3,1000,2,3
30,6,,2,6
46,2,1200,1,3
98,6,,1,3
23,6,180,1,1
36,3,5000,1,3
27,8,14000,2,1
32,8,7500,2,2
51,3,5000,1,5
55,0,2800,2,6
82,2,,1,3
46,6,,2,1
53,8,6100,1,5
53,2,1500,2,3
33,3,200,2,2
55,3,700,1,1
36,6,980,2,6
27,3,,2,5
58,2,,2,5
37,8,37000,1,1
53,6,,1,2
45,3,1800,1,4
47,3,600,1,4
69,2,,2,3
18,6,1800,2,1
48,2,3300,1,2
35,6,2500,1,2
49,5,500,2,5
50,6,500,2,6
20,3,2000,2,5
72,2,,1,2
73,8,,1,6
18,3,,2,2
69,3,,1,3
38,3,2000,1,6
38,2,6000,2,3
49,3,250,2,5
48,7,5000,2,6
30,3,1500,1,5
76,0,,2,5
49,3,1000,1,5
57,2,1500,1,3
43,3,,2,1
45,3,1200,1,5
28,6,,2,5
25,6,3000,1,1
29,8,20000,2,3
59,3,1500,1,4
42,3,1400,1,5
22,8,1500,1,1
26,6,600,2,3
39,3,1600,2,1
37,3,1800,2,1
52,8,12000,1,3
28,8,5000,1,3
41,3,,2,6
65,2,,2,6
94,0,,2,6
45,3,2000,1,5
62,2,300,1,1
33,6,6000,2,3
31,8,34000,1,2
53,3,2200,2,1
33,8,7000,2,2
33,6,20000,1,5
22,8,,2,4
24,6,200,2,2
42,2,1000,2,5
42,6,1000,2,1
58,5,,2,2
39,3,3500,2,6
23,6,1000,1,5
35,3,1750,2,3
19,6,2000,2,1
53,0,450,1,6
34,3,350,1,6
71,2,,2,1
26,8,1800,2,1
70,8,,2,2
40,6,900,2,2
47,6,,2,5
59,6,1800,1,3
27,6,2000,1,3
37,8,20000,2,2
36,2,400,1,1
33,6,14000,1,2
21,8,12000,2,1
51,6,,2,6
31,6,,2,2
29,8,3000,1,6
36,3,750,2,5
88,0,,1,2
37,8,7000,1,2
56,2,,2,2
49,6,1800,1,6
56,2,,2,6
37,2,4000,1,3
22,3,,2,5
44,10,20000,1,3
24,8,2800,1,1
70,2,,2,5
42,8,18000,1,3
62,2,500,2,2
30,6,2000,1,2
19,6,1800,2,3
18,6,,2,1
76,0,,1,3
47,6,2000,1,5
42,6,15000,2,4
41,3,,2,6
47,0,750,2,5
55,6,,1,5
43,2,1000,1,5
58,3,,2,2
32,6,,2,4
23,8,2000,2,3
38,3,800,2,5
27,8,8000,1,3
45,5,3000,1,5
48,2,600,2,3
26,8,2500,2,1
35,8,2500,2,6
26,6,,2,6
40,2,,2,6
48,3,,2,3
49,3,2000,2,3
65,2,2000,1,5
29,2,,2,6
37,6,60000,2,4
58,0,,2,2
40,7,,2,5
95,0,,2,6
42,3,,2,6
56,0,,2,2
67,2,3000,2,5
52,2,1800,1,5
45,8,3000,1,1
29,6,10000,2,1
29,3,,2,3
37,3,2900,1,2
40,3,,2,6
48,8,10500,2,4
67,3,,1,3
65,6,12000,2,4
59,5,,2,1
69,2,,2,3
68,2,500,2,1
35,6,900,2,2
32,3,2000,1,5
19,8,2500,1,1
72,6,,1,5
70,2,,1,3
40,8,1500,2,5
35,8,,2,1
72,8,,1,4
19,6,1350,2,5
45,8,10000,2,3
45,3,1000,1,6
23,8,7000,1,6
67,8,7000,2,3
47,2,,2,6
29,6,,2,6
26,6,1700,2,3
41,7,,2,6
74,2,,2,6
22,3,12000,1,4
63,8,18000,1,3
57,3,1200,1,6
30,6,5600,1,3
70,0,,2,5
75,0,,2,3
22,8,10000,1,2
54,3,900,2,4
46,8,0,2,4
35,3,1800,1,5
67,2,,2,5
34,8,17000,1,3
31,8,2500,2,2
67,3,6000,1,4
24,3,1500,2,5
64,3,,2,2
19,8,,1,5
39,3,,2,1
44,3,1500,1,5
31,3,4000,1,2
50,8,15000,1,5
52,6,11000,2,4
25,3,,2,3
68,8,50000,1,4
64,10,40000,2,1
31,6,2100,2,6
70,2,,1,6
44,8,11000,2,3
44,6,,2,1
28,3,1000,1,1
26,6,,2,6
37,5,600,2,6
98,0,,1,4
39,2,,2,6
34,2,500,2,6
61,2,1000,2,5
